title;imdb;mid;trailer;date;directors;actors;poster;netflix_id;runtime;rating;descr;Action;Adventure;Animation;Comedy;Drama;Family;Fantasy;Mystery;Romance;Science Fiction;Thriller;class1;class2;class3
Three and Out;tt1130980;/m/03wdryp;[];21/04/2008;Jonathan Gershfield;Mackenzie Crook, Colm Meaney, Sharon Duncan-Brewster, Imelda Staunton;http://ia.media-imdb.com/images/M/MV5BNTI3NDY0NzUxNF5BMl5BanBnXkFtZTcwMjkyNTM2MQ@@._V1_SX300.jpg;['70148713'];110;6.2;A comedy about ordinary people with unique dilemmas. How far will they go? Will the cocktail of desperation, friendship, loneliness, love and even a brush with cannibalism derail their intent?;0;0;0;1;0;0;0;0;0;0;0;0;0.585227273;0
Tideland;tt0410764;/m/0f4rvf;['http://www.youtube.com/watch?v=4pySXc-6GoU'];09/09/2005;Terry Gilliam;Jodelle Ferland, Janet McTeer, Brendan Fletcher, Jennifer Tilly;http://ia.media-imdb.com/images/M/MV5BMTMwNDQ0Mjk5N15BMl5BanBnXkFtZTcwNjQzNjczMQ@@._V1_SX300.jpg;['70040792'];120;5.6;Because of the actions of her irresponsible parents, a young girl is left alone on a decrepit country estate and survives inside her fantastic imagination.;0;0;0;0;1;0;1;0;0;0;1;0.030769231;0.335227273;0.0041841
Time Lapse;tt0271705;/m/04j2yqf;[];27/11/2001;David Worth;Roy Scheider, Dina Meyer, William McNamara, Henry Rollins;http://ia.media-imdb.com/images/M/MV5BMTY2NDkyNzYxNl5BMl5BanBnXkFtZTcwNTAyOTQyMQ@@._V1_SX300.jpg;['60021562'];91;4.2;Clayton Pierce is an agent working under deep cover. Although he is a top agent, he is questioning his loyalty after twenty years of service. His devotion has already cost him his wife, ...;1;0;0;0;0;0;0;0;0;0;1;0.295726496;0;0.694560669
Timecrimes;tt0480669;/m/03c70x_;[];20/09/2007;Nacho Vigalondo;Karra Elejalde, Candela Fernández, Bárbara Goenaga, Nacho Vigalondo;http://ia.media-imdb.com/images/M/MV5BMTk3MzMyMTY4N15BMl5BanBnXkFtZTcwODI3OTUwMg@@._V1_SX300.jpg;['70084258'];92;6.4;A man accidentally gets into a time machine and travels back in time nearly an hour. Finding himself will be the first of a series of disasters of unforeseeable consequences.;0;0;0;0;0;0;0;0;0;1;1;0.148717949;0.011363636;0.786610879
To Kill a Mockingbird;tt0056592;;http://video-http.media-imdb.com/MV5BMTk3NTcxMjM4Nl5BMTFeQW1wNF5BbWU3MDExNjczODQ@.mp4?Expires=1422390636&Signature=vHvd~U-H1sUqsAtg7zZRUt0hUNd~H5H-1KxdVTdhQ8RMKoR50LXostL2qI-wBnfDLrr9LzZfoYPBDz~lmaYR2ytlV8r5iEhniLD0WZ5sZ2IxQjTqlF8AK3qJADxZwB5f6YnhFjcvrEs7iVrOjZaf6ixAYahU-lcOmim2EEkqEJc_&Key-Pair-Id=APKAILW5I44IHKUN2DYA;1962;Robert Mulligan;Gregory Peck, John Megna, Frank Overton, Rosemary Murphy;http://ia.media-imdb.com/images/M/MV5BMjA4MzI1NDY2Nl5BMl5BanBnXkFtZTcwMTcyODc5Mw@@._V1_.jpg;1051852;129;8.4;Atticus Finch, a lawyer in the Depression-era South, defends a black man against an undeserved rape charge, and his kids against prejudice.;0;0;0;0;1;0;0;1;0;0;0;0;0.32;0
To Rome with Love;tt1859650;/m/0gtvpkw;['http://sonyclassics.com/toromewithlove/'];20/04/2012;Woody Allen;Judy Davis, Flavio Parenti, Roberto Benigni, Alison Pill;http://ia.media-imdb.com/images/M/MV5BMTcwNTg4MDMxM15BMl5BanBnXkFtZTcwNjAzMzY3Nw@@._V1_SX300.jpg;[];95;5.5;The lives of some visitors and residents of Rome and the romances, adventures and predicaments they get into.;0;0;0;1;0;0;0;0;1;0;0;0;0.585227273;0
Together;tt0203166;/m/03qc9_;['http://www.youtube.com/watch?v=tD7Wv1q-S18'];25/08/2000;Lukas Moodysson;Lisa Lindgren, Michael Nyqvist, Emma Samuelsson, Sam Kessel;http://ia.media-imdb.com/images/M/MV5BMTA2MTM2MzQ1NDdeQTJeQWpwZ15BbWU3MDQwMTQ2NzQ@._V1_SX300.jpg;['60021452'];106;7.3;Elisabeth leaves her abusive and drunken husband Rolf, she packs her bags, takes the kids and goes to her brother Göran. The year is 1975 and Göran lives in a commune called Together. ...;0;0;0;1;1;0;0;0;1;0;0;0.032478632;0.988636364;0
Tormented;tt1100053;/m/05zz_pf;[];22/05/2009;Jon Wright;Alex Pettyfer, April Pearson, Dimitri Leonidas, Calvin Dean;http://ia.media-imdb.com/images/M/MV5BMTM3NDgwNzE4OF5BMl5BanBnXkFtZTcwNTk0MjA2Mg@@._V1_SX300.jpg;['70118405'];91;6.3;A bullied teenager comes back from the dead to take revenge on his classmates.;0;0;0;1;0;0;0;0;0;0;0;0;0.585227273;0
Touch of Evil;tt0052311;;http://www.totaleclips.com/Player/Bounce.aspx?eclipid=e14235&bitrateid=455&vendorid=102&type=.mp4;1958;Orson Welles;Charlton Heston, Janet Leigh, Orson Welles, Joseph Calleia;http://ia.media-imdb.com/images/M/MV5BMTY3NjIwMDY4M15BMl5BanBnXkFtZTgwODMwODgyMTE@._V1_.jpg;60002728;95;8.2;A stark, perverse story of murder, kidnapping, and police corruption in a Mexican border town.;0;0;0;0;0;0;0;1;0;0;1;0.01;0;0.91
Tous les soleils;tt1715356;/m/0gy10j2;[];30/03/2011;Philippe Claudel;Stefano Accorsi, Neri Marcorè, Clotilde Courau, Lisa Cipriani;http://ia.media-imdb.com/images/M/MV5BMTY3OTgwMzI3N15BMl5BanBnXkFtZTcwNDczODI5NA@@._V1_SX300.jpg;[];105;7.5;Alessandro teaches musicology at the university of Strasbourg. He is also a volunteer reader in hospitals. He shares his apartment with his daughter, 15-year-old Irina, and his anarchist ...;0;0;0;1;0;0;0;0;0;0;0;0;0.585227273;0
Toy Story;tt0114709;;http://video-http.media-imdb.com/MV5BMTY5ODM2Nzg2NV5BMTFeQW1wNF5BbWU3MDcyMTAzMzM@.mp4?Expires=1422393944&Signature=doG-nzVLrNkq5vH6vE5t-oCGKTC6BkB2LJNIGabZVE-5B87U5ZTZYUm8Fuc5jH7sSUsS063-vUmgkVRcxsqacbzjeUL9FfCI0N-H0s9~cP6bSPMHHuLYkT~nfGXBmRqoJSyM2NZ4fS-OTqjJUoOLH-KM0unGZXkXTA19mJVW6zg_&Key-Pair-Id=APKAILW5I44IHKUN2DYA;1995;John Lasseter;Tom Hanks, Tim Allen, Don Rickles, Jim Varney;http://ia.media-imdb.com/images/M/MV5BMTgwMjI4MzU5N15BMl5BanBnXkFtZTcwMTMyNTk3OA@@._V1_.jpg;60036637;81;8.3;A cowboy doll is profoundly threatened and jealous when a new spaceman figure supplants him as top toy in a boy's room.;0;1;1;1;0;1;1;0;0;0;0;0.83;0.52;0.28
Toy Story 3;tt0435761;/m/04hwbq;[];12/06/2010;Lee Unkrich;Tom Hanks, Tim Allen, Joan Cusack, Ned Beatty;http://ia.media-imdb.com/images/M/MV5BMTgxOTY4Mjc0MF5BMl5BanBnXkFtZTcwNTA4MDQyMw@@._V1_SX300.jpg;['70116690'];103;8.7;The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.;0;1;1;1;0;1;1;0;0;0;0;0.805128205;0.482954545;0.050209205
Traffic;tt0181865;/m/09cr8;['http://www.youtube.com/watch?v=gjpadtJs9QA'];27/12/2000;Steven Soderbergh;Benicio Del Toro, Jacob Vargas, Andrew Chavez, Michael Saucedo;http://ia.media-imdb.com/images/M/MV5BMjA2MjA1MTA0OF5BMl5BanBnXkFtZTcwNTA5MTIzMQ@@._V1_SX300.jpg;['60003243'];147;7.4;A conservative judge is appointed by the President to spearhead America's escalating war against drugs, only to discover that his teenage daughter is an addict.;0;0;0;0;1;0;0;0;0;0;1;0;0.318181818;0
Training Day;tt0139654;/m/01718w;[];02/09/2001;Antoine Fuqua;Denzel Washington, Ethan Hawke, Scott Glenn, Tom Berenger;http://ia.media-imdb.com/images/M/MV5BMTIyMTkzMDk5NF5BMl5BanBnXkFtZTYwOTY2NTE5._V1_SX300.jpg;['60021234'];122;7.5;On his first day on the job as a Los Angeles narcotics officer, a rookie cop goes on a 24-hour training course with a rogue detective who isn't what he appears.;1;1;0;0;1;0;0;0;0;0;1;0.454700855;0.340909091;0.242677824
Trainspotting;tt0117951;;http://www.totaleclips.com/Player/Bounce.aspx?eclipid=e98140&bitrateid=472&vendorid=102&type=.mp4;1996;Danny Boyle;Ewan McGregor, Ewen Bremner, Jonny Lee Miller, Kevin McKidd;http://ia.media-imdb.com/images/M/MV5BMTg2MzcxNTY3NV5BMl5BanBnXkFtZTgwOTQ5NDQxMDE@._V1_.jpg;60037022;94;8.2;Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.;0;0;0;0;1;0;0;0;0;0;0;0;0.31;0
Transformers;tt0418279;/m/05zlld0;['http://youtu.be/XnwmUZuF5OY'];12/06/2007;Michael Bay;Shia LaBeouf, Megan Fox, Josh Duhamel, Tyrese Gibson;http://ia.media-imdb.com/images/M/MV5BMTQwNjU5MzUzNl5BMl5BanBnXkFtZTYwMzc1MTI3._V1_SX300.jpg;['70058026'];144;6.6;An ancient struggle between two Cybertronian races, the heroic Autobots and the evil Decepticons, comes to Earth, with a clue to the ultimate power held by a teenager.;1;1;0;0;0;0;0;0;0;1;1;0.511111111;0;0.569037657
Transit;tt1059836;/m/0gym5wy;[];03/01/2012;Antonio Negret;Jim Caviezel, Diora Baird, James Frain, Elisabeth Röhm;http://ia.media-imdb.com/images/M/MV5BMTk3NjMwNzU0MF5BMl5BanBnXkFtZTcwMTM0NTM0Ng@@._V1_SX300.jpg;[];76;5.7;A gang of bank robbers hide their loot in the car of a family going camping. They chase down the family to kill them and get the loot back, but run into a fight.;0;0;0;0;1;0;0;0;0;0;1;0;0.318181818;0
Transsiberian;tt0800241;/m/03m6y7z;['http://www.youtube.com/watch?v=386HCnvhQ2A'];18/01/2008;Brad Anderson;Woody Harrelson, Emily Mortimer, Ben Kingsley, Kate Mara;http://ia.media-imdb.com/images/M/MV5BMTI1MDU0NTI2Ml5BMl5BanBnXkFtZTcwNTkyNjY3MQ@@._V1_SX300.jpg;['70084223'];111;5.3;A Trans-Siberian train journey from China to Moscow becomes a thrilling chase of deception and murder when an American couple encounters a mysterious pair of fellow travelers.;0;0;0;0;1;0;0;1;0;0;1;0.001709402;0.329545455;0.39748954
Triple Dog;tt1232838;/m/0crx4hm;[];2009;Pascal Franchot;Britt Robertson, Alexia Fast, Scout Taylor-Compton, Janel Parrish;http://ia.media-imdb.com/images/M/MV5BMjE3NDY2OTg1MF5BMl5BanBnXkFtZTcwOTAxMTA2Mw@@._V1_SX300.jpg;['70142066'];95;6;On the night of a sleepover, a group of teenage girls venture out in a competitive game of challenging dares. As the antics escalate, and the dares become more extreme, the girls unravel the truth behind a former student's rumored suicide.;0;0;0;0;0;0;0;0;0;0;1;0.003418803;0;0.874476987
Tulpan;tt0436854;/m/05p4dzb;['http://www.youtube.com/watch?v=naT9O8X13Ko'];23/05/2008;Sergei Dvortsevoy;Tolepbergen Baisakalov, Samal Yeslyamova, Ondas Besikbasov, Bereke Turganbayev;http://ia.media-imdb.com/images/M/MV5BMTY0NjM5MDk5N15BMl5BanBnXkFtZTcwOTQ5MjQ0Mg@@._V1_SX300.jpg;['70100557'];100;6.9;"On the steppes of Kazakhstan, Asa lives in a yurt with his sister Samal, her husband Ondas, and their three children. Ondas is a herdsman, tough and strong. It's dry, dusty, and windy; too ...";0;0;0;1;1;0;0;0;1;0;0;0.032478632;0.988636364;0
Twelve Monkeys;tt0114746;;;1995;Terry Gilliam;Joseph Melito, Bruce Willis, Jon Seda, Michael Chance;http://ia.media-imdb.com/images/M/MV5BMjI4MDIxNjk2Ml5BMl5BanBnXkFtZTcwMTA3Njk3OA@@._V1_.jpg;17672318;129;8.1;In a future world devastated by disease, a convict is sent back in time to gather information about the man-made virus that wiped out most of the human population on the planet.;0;0;0;0;1;0;0;1;0;1;1;0.11;0.34;0.98
Twentynine Palms;tt0315110;/m/027049n;[];08/09/2003;Bruno Dumont;Yekaterina Golubeva, David Wissak;http://ia.media-imdb.com/images/M/MV5BMTIxOTY1NDU3NF5BMl5BanBnXkFtZTcwMDYxMjUyMQ@@._V1_SX300.jpg;['60033329'];119;5.1;David, an independent photographer, and Katia, an unemployed woman, leave Los Angeles, en route to the southern California desert, where they search a natural set to use as a backdrop for a...;0;0;0;0;1;0;0;0;0;0;1;0;0.318181818;0
Two Lovers;tt1103275;/m/03d8_g0;['http://www.twoloversmovie.com/'];19/05/2008;James Gray;Joaquin Phoenix, Anne Joyce, Elliot Villar, Craig Walker;http://ia.media-imdb.com/images/M/MV5BMTIzNzIzMzc2Ml5BMl5BanBnXkFtZTcwNDE2MjAyMg@@._V1_SX300.jpg;['70100409'];110;7;A Brooklyn-set romantic drama about a bachelor torn between the family friend his parents wish he would marry and his beautiful but volatile new neighbor.;0;0;0;0;1;0;0;0;1;0;0;0;0.340909091;0
Undead;tt0339840;/m/06z0tl;[];2003;Michael Spierig, Peter Spierig;Felicity Mason, Mungo McKay, Rob Jenkins, Lisa Cunningham;http://ia.media-imdb.com/images/M/MV5BOTIyMjAyOTc1M15BMl5BanBnXkFtZTcwMjMxNTMzMQ@@._V1_SX300.jpg;['70033379'];97;3.9;A quaint Australian fishing village is overcome by meteorites that turn its residents into the ravenous undead, leaving a small group of those unharmed to find a way out.;0;0;0;1;0;0;0;0;0;1;0;0.181196581;0.585227273;0.066945607
Underworld;tt0018526;/m/02vzxsf;[];08/09/2003;Josef von Sternberg, Arthur Rosson;George Bancroft, Evelyn Brent, Clive Brook, Fred Kohler;http://ia.media-imdb.com/images/M/MV5BMjIxNDExNDEyMV5BMl5BanBnXkFtZTcwODY1OTkxMw@@._V1_SX300.jpg;['60031210'];80;6.6;Selene, a beautiful vampire warrior, entrenched in a war between the vampire and werewolf races. Although she is aligned with the vampires, she falls in love with Michael, a human who is sought by werewolves for unknown reasons.;1;0;0;0;0;0;1;0;1;0;1;0.505982906;0.323863636;0.89958159
Undiscovered;tt0434424;/m/07mj3g;[];26/08/2005;Meiert Avis;Pell James, Steven Strait, Kip Pardue, Carrie Fisher;http://ia.media-imdb.com/images/M/MV5BMjEzOTYzMjIxMF5BMl5BanBnXkFtZTcwNTUxNjAzMQ@@._V1_SX300.jpg;['70032587'];97;6.3;A group of aspiring entertainers try to establish careers for themselves in the city of Los Angeles.;0;0;0;1;1;0;0;0;1;0;0;0.032478632;0.988636364;0
Unforgiven;tt0105695;;http://www.totaleclips.com/Player/Bounce.aspx?eclipid=e84529&bitrateid=471&vendorid=102&type=.mp4;1992;Clint Eastwood;Clint Eastwood, Gene Hackman, Morgan Freeman, Richard Harris;http://ia.media-imdb.com/images/M/MV5BMTkzNTc0NDc4OF5BMl5BanBnXkFtZTcwNTY1ODg3OA@@._V1_.jpg;1080395;131;8.3;Retired Old West gunslinger William Munny reluctantly takes on one last job, with the help of his old partner and a young man.;0;0;0;0;1;0;0;0;0;0;0;0;0.31;0
Up;tt1049413;;http://video-http.media-imdb.com/MV5BMzEyZTE4OTgtYTc4OS00ODE5LWE3ZmEtODVmNzc0MTgyZTVkXkExMV5BbXA0XkFpbWRiLWV0cy10cmFuc2NvZGU@.mp4?Expires=1422397085&Signature=wFKDsRZGrCPkRRitReW--NklhywPwZsKj4UZ3jF82py4p~tBNc1zHyUH9mHc8cSks2bVK2rgOXCd3JCJFpMrDJiii845XxVdhLhnp0831Z-77knRYqLNAiZDz3VKCOhoWUY1f77Xzn~XC2FV6WXakqqTJoFgJTsakWBH2~OW6gY_&Key-Pair-Id=APKAILW5I44IHKUN2DYA;2009;Pete Docter, Bob Peterson;Edward Asner, Christopher Plummer, Jordan Nagai, Bob Peterson;http://ia.media-imdb.com/images/M/MV5BMTk3NDE2NzI4NF5BMl5BanBnXkFtZTgwNzE1MzEyMTE@._V1_.jpg;70103760;96;8.3;To avoid being taken away to a nursing home, an old widower tries to fly his home to Paradise Falls, South America, along with a boy scout who accidentally lifted off with him.;0;1;1;1;1;1;1;0;0;0;0;0.87;0.91;0.33
V for Vendetta;tt0434409;;http://www.totaleclips.com/Player/Bounce.aspx?eclipid=e26897&bitrateid=472&vendorid=102&type=.mp4;2005;James McTeigue;Natalie Portman, Hugo Weaving, Stephen Rea, Stephen Fry;http://ia.media-imdb.com/images/M/MV5BOTI5ODc3NzExNV5BMl5BanBnXkFtZTcwNzYxNzQzMw@@._V1_.jpg;70039175;132;8.2;"In a future British tyranny, a shadowy freedom fighter, known only by the alias of ""V"", plots to overthrow it with the help of a young woman.";1;0;0;0;0;0;0;1;0;1;1;0.42;0.01;1
Vacation;tt0085995;/m/02k325;['http://www.youtube.com/watch?v=SAXU--BJWYY'];29/07/1983;Harold Ramis;Chevy Chase, Beverly D'Angelo, Imogene Coca, Randy Quaid;http://ia.media-imdb.com/images/M/MV5BMTI1Mzk4MTYwNF5BMl5BanBnXkFtZTcwOTU0MTAwMQ@@._V1_SX300.jpg;['793679'];99;6;The Griswold family's cross-country drive to the Walley World theme park proves to be much more arduous than they ever anticipated.;0;1;0;1;0;0;0;0;1;0;0;0.097435897;0.613636364;0.0041841
Van Helsing;tt0338526;/m/02nx2k;[];03/05/2004;Stephen Sommers;Hugh Jackman, Kate Beckinsale, Richard Roxburgh, David Wenham;http://ia.media-imdb.com/images/M/MV5BMTY0NjcyOTUxNV5BMl5BanBnXkFtZTYwNjMxNjc2._V1_SX300.jpg;['60034569'];131;5.2;The notorious monster hunter is sent to Transylvania to stop Count Dracula who is using Dr. Frankenstein's research and a werewolf for some sinister purpose.;1;1;0;0;1;0;1;1;0;0;1;0.601709402;0.375;0.933054393
Veer-Zaara;tt0420332;/m/04jwjq;['http://www.youtube.com/watch?v=ELMZ70klliE'];12/11/2004;Yash Chopra;Shah Rukh Khan, Preity Zinta, Rani Mukerji, Kiron Kher;http://ia.media-imdb.com/images/M/MV5BMTI1Njc3ODg1Ml5BMl5BanBnXkFtZTcwNDYxNDcyMQ@@._V1_SX300.jpg;['70024184'];192;7.1;The story of the love between Veer Pratap Singh, an Indian, and Zaara Hayaat Khan, a Pakistani...a love so great it knows no boundaries...;0;0;0;0;1;0;0;0;1;0;0;0;0.340909091;0
Vertical Limit;tt0190865;/m/05p14s;[];03/12/2000;Martin Campbell;Chris O'Donnell, Robin Tunney, Stuart Wilson, Augie Davis;http://ia.media-imdb.com/images/M/MV5BMTIzODIxNjY4NF5BMl5BanBnXkFtZTYwMjE2NDg2._V1_SX300.jpg;['60001132'];124;4.5;A climber must rescue his sister on top of K2, one of the world's biggest mountains.;1;1;0;0;0;0;0;0;0;0;1;0.309401709;0;0.184100418
Vertigo;tt0052357;;http://www.totaleclips.com/Player/Bounce.aspx?eclipid=e11015&bitrateid=471&vendorid=102&type=.mp4;1958;Alfred Hitchcock;James Stewart, Kim Novak, Barbara Bel Geddes, Tom Helmore;http://ia.media-imdb.com/images/M/MV5BNzY0NzQyNzQzOF5BMl5BanBnXkFtZTcwMTgwNTk4OQ@@._V1_.jpg;1089727;128;8.4;A retired San Francisco detective suffering from acrophobia investigates the strange activities of an old friend's wife, all the while becoming dangerously obsessed with her.;0;0;0;0;0;0;0;1;1;0;1;0.01;0.13;0.88
Vicky Cristina Barcelona;tt0497465;/m/02qpt1w;[];17/05/2008;Woody Allen;Rebecca Hall, Scarlett Johansson, Christopher Evan Welch, Chris Messina;http://ia.media-imdb.com/images/M/MV5BMTU2NDQ4MTg2MV5BMl5BanBnXkFtZTcwNDUzNjU3MQ@@._V1_SX300.jpg;['70097585'];96;7.1;Two girlfriends on a summer holiday in Spain become enamored with the same painter, unaware that his ex-wife, with whom he has a tempestuous relationship, is about to re-enter the picture.;0;0;0;0;1;0;0;0;1;0;0;0;0.340909091;0
Vincere;tt1156173;/m/05zm0gk;['http://www.ifcfilms.com/videos/vincere-2'];19/05/2009;Marco Bellocchio;Giovanna Mezzogiorno, Filippo Timi, Fausto Russo Alesi, Michela Cescon;http://ia.media-imdb.com/images/M/MV5BMjIyOTAwMjAzOF5BMl5BanBnXkFtZTcwODc1ODM2Mg@@._V1_SX300.jpg;['70118770'];128;7.1;The story of Mussolini's secret lover, Ida Dalser, and their son Albino.;0;0;0;0;1;0;0;0;0;0;0;0;0.306818182;0
Wake;tt0960097;/m/0cnbrgy;[];25/02/2009;Ellie Kanner;Bijou Phillips, Ian Somerhalder, Jane Seymour, Danny Masterson;http://ia.media-imdb.com/images/M/MV5BMTQ5NzY1MzQ3MV5BMl5BanBnXkFtZTcwMDgxNDEzMw@@._V1_SX300.jpg;['70115890'];97;5.5;When things get tough for offbeat Carys Reitman, she does what any emotionally isolated, modern girl would do - she goes to strangers' funerals. At one fateful funeral, she unexpectedly ...;0;0;0;1;1;0;0;0;1;0;0;0.032478632;0.988636364;0
Waking Life;tt0243017;/m/01kg44;[];23/01/2001;Richard Linklater;Trevor Jack Brooks, Lorelei Linklater, Wiley Wiggins, Glover Gill;http://ia.media-imdb.com/images/M/MV5BMjExMzA0MTUxOF5BMl5BanBnXkFtZTcwMDk3MjMyMQ@@._V1_SX300.jpg;['60021932'];99;7.1;A man shuffles through a dream meeting various people and discussing the meanings and purposes of the universe.;0;0;1;0;1;0;1;1;0;0;0;0.201709402;0.352272727;0.041841004
Walk All over Me;tt0907680;/m/03c7dk4;[];2007;Robert Cuffley;Leelee Sobieski, Tricia Helfer, Lothaire Bluteau, Jacob Tierney;http://ia.media-imdb.com/images/M/MV5BMjc2MTYzOTMyOF5BMl5BanBnXkFtZTcwOTIzMDU1MQ@@._V1_SX300.jpg;['70095617'];98;5.9;A small town girl runs into big time trouble as she takes on her roommates identity as a dominatrix to pay the bills.;0;0;0;0;1;0;0;0;0;0;1;0;0.318181818;0
WALL E;tt0910970;;http://video-http.media-imdb.com/MV5BODEwMzdhMjctMmFiOC00MmI5LTg2MGQtYWE2YWI3YzAyMzYwXkExMV5BbXA0XkFpbWRiLWV0cy10cmFuc2NvZGU@.mp4?Expires=1422388042&Signature=i8sbbG2ijT85XySM5LgIGkXzh~K6rPmpzYYYgv53ixvQlIUYAQY0vDtYq6tLQjAccCOuMwcrMdcjDJjvgtnEWBvK1FjNvpkkjP7Gd0O7xL4s1mf2xcEz0yhB~7zPoMOcbuUfJev-3ma9x5os1xI3iCUCFCwQDoNFR5xLAvecTQ4_&Key-Pair-Id=APKAILW5I44IHKUN2DYA;2008;Andrew Stanton;Ben Burtt, Elissa Knight, Jeff Garlin, Fred Willard;http://ia.media-imdb.com/images/M/MV5BMTczOTA3MzY2N15BMl5BanBnXkFtZTcwOTYwNjE2MQ@@._V1_.jpg;70087540;98;8.5;In the distant future, a small waste collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.;0;1;1;1;0;1;1;0;1;1;0;0.96;0.7;0.69
Wanted;tt0493464;/m/0287477;[];12/06/2008;Timur Bekmambetov;James McAvoy, Morgan Freeman, Angelina Jolie, Terence Stamp;http://ia.media-imdb.com/images/M/MV5BMTQwNDM2MTMwMl5BMl5BanBnXkFtZTgwMjE4NjQxMTE@._V1_SX300.jpg;['70075479'];110;3.7;A frustrated office worker learns that he is the son of a professional assassin, and that he shares his father's superhuman killing abilities.;1;1;0;0;0;0;0;0;0;0;1;0.309401709;0;0.184100418
Wanted;tt0493464;/m/02w92pc;[];18/09/2009;Timur Bekmambetov;James McAvoy, Morgan Freeman, Angelina Jolie, Terence Stamp;http://ia.media-imdb.com/images/M/MV5BMTQ5MTEyMDEwOF5BMl5BanBnXkFtZTcwNjI4NTk5Mw@@._V1_SX300.jpg;['70159616'];110;3.7;Radhe is a ruthless gangster who will kill anyone for money. He is attracted towards Jhanvi, a middle class girl, who does not approve of his work and wants him to change.;1;1;0;0;0;0;0;0;0;0;1;0.309401709;0;0.184100418
Warrior;tt1291584;;http://video-http.media-imdb.com/MV5BMzU5YjIxMTEtNzg4Ny00MWU1LTliMzAtZWI4MGNiMTVmYmNiXkExMV5BbXA0XkFpbWRiLWV0cy10cmFuc2NvZGU@.mp4?Expires=1422405955&Signature=oVDrkLo9gFIpRlyeh92k9BxqlPX7uYjrqBWnpmhtsRam7G3fOF4IkY0OxnFhbbxLCV087umk9QSCSRNqFmPK0ijm7J1S2~0jy5-NSCfuckkaSuPXmfnQNz8na4Ckk5dSSBOO0mdyJy9VC8kOj-zbPpee45ZI4HheqY-ag3Fu~WY_&Key-Pair-Id=APKAILW5I44IHKUN2DYA;2011;Gavin O'Connor;Joel Edgerton, Tom Hardy, Nick Nolte, Jennifer Morrison;http://ia.media-imdb.com/images/M/MV5BMTk4ODk5MTMyNV5BMl5BanBnXkFtZTcwMDMyNTg0Ng@@._V1_.jpg;70141653;140;8.2;The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision corner with his older brother.;1;0;0;0;1;0;0;0;0;0;0;0.01;0.34;0
